number,A1,A2,A3,A4,A5,A6,A7
6247,concession,individual,Buy,ok,trip_other,Cancel,
6248,concession,individual,trip_1,Buy,ok,Cancel,
6249,concession,individual,trip_1,trip_1,Buy,Cancel,
6250,concession,individual,trip_1,trip_1,trip_1,Cancel,
6251,concession,individual,trip_1,trip_1,trip_2,Cancel,
6252,concession,individual,trip_1,trip_1,trip_other,Cancel,
6253,concession,individual,trip_1,trip_2,Buy,Cancel,
6254,concession,individual,trip_1,trip_2,trip_1,Cancel,
6255,concession,individual,trip_1,trip_2,trip_2,Cancel,
6256,concession,individual,trip_1,trip_2,trip_other,Cancel,
6257,concession,individual,trip_1,trip_other,Buy,Cancel,
6258,concession,individual,trip_1,trip_other,trip_1,Cancel,
6259,concession,individual,trip_1,trip_other,trip_2,Cancel,
6260,concession,individual,trip_1,trip_other,trip_other,Cancel,
6261,concession,individual,trip_2,Buy,ok,Cancel,
6262,concession,individual,trip_2,trip_1,Buy,Cancel,
6263,concession,individual,trip_2,trip_1,trip_1,Cancel,
6264,concession,individual,trip_2,trip_1,trip_2,Cancel,
6265,concession,individual,trip_2,trip_1,trip_other,Cancel,
6266,concession,individual,trip_2,trip_2,Buy,Cancel,
6267,concession,individual,trip_2,trip_2,trip_1,Cancel,
6268,concession,individual,trip_2,trip_2,trip_2,Cancel,
6269,concession,individual,trip_2,trip_2,trip_other,Cancel,
6270,concession,individual,trip_2,trip_other,Buy,Cancel,
6271,concession,individual,trip_2,trip_other,trip_1,Cancel,
6272,concession,individual,trip_2,trip_other,trip_2,Cancel,
6273,concession,individual,trip_2,trip_other,trip_other,Cancel,
6274,concession,individual,trip_other,Buy,ok,Cancel,
6275,concession,individual,trip_other,trip_1,Buy,Cancel,
6276,concession,individual,trip_other,trip_1,trip_1,Cancel,
6277,concession,individual,trip_other,trip_1,trip_2,Cancel,
6278,concession,individual,trip_other,trip_1,trip_other,Cancel,
6279,concession,individual,trip_other,trip_2,Buy,Cancel,
6280,concession,individual,trip_other,trip_2,trip_1,Cancel,
6281,concession,individual,trip_other,trip_2,trip_2,Cancel,
6282,concession,individual,trip_other,trip_2,trip_other,Cancel,
6283,concession,individual,trip_other,trip_other,Buy,Cancel,
6284,concession,individual,trip_other,trip_other,trip_1,Cancel,
6285,concession,individual,trip_other,trip_other,trip_2,Cancel,
6286,concession,individual,trip_other,trip_other,trip_other,Cancel,
6287,country_trains,concession,daily,Buy,ok,Cancel,
6288,country_trains,concession,individual,Buy,ok,Cancel,
6289,country_trains,concession,individual,trip_1,Buy,Cancel,
6290,country_trains,concession,individual,trip_1,trip_1,Cancel,
6291,country_trains,concession,individual,trip_1,trip_2,Cancel,
6292,country_trains,concession,individual,trip_1,trip_other,Cancel,
6293,country_trains,concession,individual,trip_2,Buy,Cancel,
6294,country_trains,concession,individual,trip_2,trip_1,Cancel,
6295,country_trains,concession,individual,trip_2,trip_2,Cancel,
6296,country_trains,concession,individual,trip_2,trip_other,Cancel,
6297,country_trains,concession,individual,trip_other,Buy,Cancel,
6298,country_trains,concession,individual,trip_other,trip_1,Cancel,
6299,country_trains,concession,individual,trip_other,trip_2,Cancel,
6300,country_trains,concession,individual,trip_other,trip_other,Cancel,
6301,country_trains,full_fare,daily,Buy,ok,Cancel,
6302,country_trains,full_fare,individual,Buy,ok,Cancel,
6303,country_trains,full_fare,individual,trip_1,Buy,Cancel,
6304,country_trains,full_fare,individual,trip_1,trip_1,Cancel,
6305,country_trains,full_fare,individual,trip_1,trip_2,Cancel,
6306,country_trains,full_fare,individual,trip_1,trip_other,Cancel,
6307,country_trains,full_fare,individual,trip_2,Buy,Cancel,
6308,country_trains,full_fare,individual,trip_2,trip_1,Cancel,
6309,country_trains,full_fare,individual,trip_2,trip_2,Cancel,
6310,country_trains,full_fare,individual,trip_2,trip_other,Cancel,
6311,country_trains,full_fare,individual,trip_other,Buy,Cancel,
6312,country_trains,full_fare,individual,trip_other,trip_1,Cancel,
6313,country_trains,full_fare,individual,trip_other,trip_2,Cancel,
6314,country_trains,full_fare,individual,trip_other,trip_other,Cancel,
6315,daily,Buy,ok,Buy,ok,Cancel,
6316,daily,Buy,ok,trip_1,Buy,Cancel,
6317,daily,Buy,ok,trip_1,trip_1,Cancel,
6318,daily,Buy,ok,trip_1,trip_2,Cancel,
6319,daily,Buy,ok,trip_1,trip_other,Cancel,
6320,daily,Buy,ok,trip_2,Buy,Cancel,
6321,daily,Buy,ok,trip_2,trip_1,Cancel,
6322,daily,Buy,ok,trip_2,trip_2,Cancel,
6323,daily,Buy,ok,trip_2,trip_other,Cancel,
6324,daily,Buy,ok,trip_other,Buy,Cancel,
6325,daily,Buy,ok,trip_other,trip_1,Cancel,
6326,daily,Buy,ok,trip_other,trip_2,Cancel,
6327,daily,Buy,ok,trip_other,trip_other,Cancel,
6328,full_fare,daily,Buy,ok,Buy,Cancel,
6329,full_fare,daily,Buy,ok,trip_1,Cancel,
6330,full_fare,daily,Buy,ok,trip_2,Cancel,
6331,full_fare,daily,Buy,ok,trip_other,Cancel,
6332,full_fare,individual,Buy,ok,Buy,Cancel,
6333,full_fare,individual,Buy,ok,trip_1,Cancel,
6334,full_fare,individual,Buy,ok,trip_2,Cancel,
6335,full_fare,individual,Buy,ok,trip_other,Cancel,
6336,full_fare,individual,trip_1,Buy,ok,Cancel,
6337,full_fare,individual,trip_1,trip_1,Buy,Cancel,
6338,full_fare,individual,trip_1,trip_1,trip_1,Cancel,
6339,full_fare,individual,trip_1,trip_1,trip_2,Cancel,
6340,full_fare,individual,trip_1,trip_1,trip_other,Cancel,
6341,full_fare,individual,trip_1,trip_2,Buy,Cancel,
6342,full_fare,individual,trip_1,trip_2,trip_1,Cancel,
6343,full_fare,individual,trip_1,trip_2,trip_2,Cancel,
6344,full_fare,individual,trip_1,trip_2,trip_other,Cancel,
6345,full_fare,individual,trip_1,trip_other,Buy,Cancel,
6346,full_fare,individual,trip_1,trip_other,trip_1,Cancel,
6347,full_fare,individual,trip_1,trip_other,trip_2,Cancel,
6348,full_fare,individual,trip_1,trip_other,trip_other,Cancel,
6349,full_fare,individual,trip_2,Buy,ok,Cancel,
6350,full_fare,individual,trip_2,trip_1,Buy,Cancel,
6351,full_fare,individual,trip_2,trip_1,trip_1,Cancel,
6352,full_fare,individual,trip_2,trip_1,trip_2,Cancel,
6353,full_fare,individual,trip_2,trip_1,trip_other,Cancel,
6354,full_fare,individual,trip_2,trip_2,Buy,Cancel,
6355,full_fare,individual,trip_2,trip_2,trip_1,Cancel,
6356,full_fare,individual,trip_2,trip_2,trip_2,Cancel,
6357,full_fare,individual,trip_2,trip_2,trip_other,Cancel,
6358,full_fare,individual,trip_2,trip_other,Buy,Cancel,
6359,full_fare,individual,trip_2,trip_other,trip_1,Cancel,
6360,full_fare,individual,trip_2,trip_other,trip_2,Cancel,
6361,full_fare,individual,trip_2,trip_other,trip_other,Cancel,
6362,full_fare,individual,trip_other,Buy,ok,Cancel,
6363,full_fare,individual,trip_other,trip_1,Buy,Cancel,
6364,full_fare,individual,trip_other,trip_1,trip_1,Cancel,
6365,full_fare,individual,trip_other,trip_1,trip_2,Cancel,
6366,full_fare,individual,trip_other,trip_1,trip_other,Cancel,
6367,full_fare,individual,trip_other,trip_2,Buy,Cancel,
6368,full_fare,individual,trip_other,trip_2,trip_1,Cancel,
6369,full_fare,individual,trip_other,trip_2,trip_2,Cancel,
6370,full_fare,individual,trip_other,trip_2,trip_other,Cancel,
6371,full_fare,individual,trip_other,trip_other,Buy,Cancel,
6372,full_fare,individual,trip_other,trip_other,trip_1,Cancel,
6373,full_fare,individual,trip_other,trip_other,trip_2,Cancel,
6374,full_fare,individual,trip_other,trip_other,trip_other,Cancel,
6375,individual,Buy,ok,Buy,ok,Cancel,
6376,individual,Buy,ok,trip_1,Buy,Cancel,
6377,individual,Buy,ok,trip_1,trip_1,Cancel,
6378,individual,Buy,ok,trip_1,trip_2,Cancel,
6379,individual,Buy,ok,trip_1,trip_other,Cancel,
6380,individual,Buy,ok,trip_2,Buy,Cancel,
6381,individual,Buy,ok,trip_2,trip_1,Cancel,
6382,individual,Buy,ok,trip_2,trip_2,Cancel,
6383,individual,Buy,ok,trip_2,trip_other,Cancel,
6384,individual,Buy,ok,trip_other,Buy,Cancel,
6385,individual,Buy,ok,trip_other,trip_1,Cancel,
6386,individual,Buy,ok,trip_other,trip_2,Cancel,
6387,individual,Buy,ok,trip_other,trip_other,Cancel,
6388,individual,trip_1,Buy,ok,Buy,Cancel,
6389,individual,trip_1,Buy,ok,trip_1,Cancel,
6390,individual,trip_1,Buy,ok,trip_2,Cancel,
6391,individual,trip_1,Buy,ok,trip_other,Cancel,
6392,individual,trip_1,trip_1,Buy,ok,Cancel,
6393,individual,trip_1,trip_1,trip_1,Buy,Cancel,
6394,individual,trip_1,trip_1,trip_1,trip_1,Cancel,
6395,individual,trip_1,trip_1,trip_1,trip_2,Cancel,
6396,individual,trip_1,trip_1,trip_1,trip_other,Cancel,
6397,individual,trip_1,trip_1,trip_2,Buy,Cancel,
6398,individual,trip_1,trip_1,trip_2,trip_1,Cancel,
6399,individual,trip_1,trip_1,trip_2,trip_2,Cancel,
6400,individual,trip_1,trip_1,trip_2,trip_other,Cancel,
6401,individual,trip_1,trip_1,trip_other,Buy,Cancel,
6402,individual,trip_1,trip_1,trip_other,trip_1,Cancel,
6403,individual,trip_1,trip_1,trip_other,trip_2,Cancel,
6404,individual,trip_1,trip_1,trip_other,trip_other,Cancel,
6405,individual,trip_1,trip_2,Buy,ok,Cancel,
6406,individual,trip_1,trip_2,trip_1,Buy,Cancel,
6407,individual,trip_1,trip_2,trip_1,trip_1,Cancel,
6408,individual,trip_1,trip_2,trip_1,trip_2,Cancel,
6409,individual,trip_1,trip_2,trip_1,trip_other,Cancel,
6410,individual,trip_1,trip_2,trip_2,Buy,Cancel,
6411,individual,trip_1,trip_2,trip_2,trip_1,Cancel,
6412,individual,trip_1,trip_2,trip_2,trip_2,Cancel,
6413,individual,trip_1,trip_2,trip_2,trip_other,Cancel,
6414,individual,trip_1,trip_2,trip_other,Buy,Cancel,
6415,individual,trip_1,trip_2,trip_other,trip_1,Cancel,
6416,individual,trip_1,trip_2,trip_other,trip_2,Cancel,
6417,individual,trip_1,trip_2,trip_other,trip_other,Cancel,
6418,individual,trip_1,trip_other,Buy,ok,Cancel,
6419,individual,trip_1,trip_other,trip_1,Buy,Cancel,
6420,individual,trip_1,trip_other,trip_1,trip_1,Cancel,
6421,individual,trip_1,trip_other,trip_1,trip_2,Cancel,
6422,individual,trip_1,trip_other,trip_1,trip_other,Cancel,
6423,individual,trip_1,trip_other,trip_2,Buy,Cancel,
6424,individual,trip_1,trip_other,trip_2,trip_1,Cancel,
6425,individual,trip_1,trip_other,trip_2,trip_2,Cancel,
6426,individual,trip_1,trip_other,trip_2,trip_other,Cancel,
6427,individual,trip_1,trip_other,trip_other,Buy,Cancel,
6428,individual,trip_1,trip_other,trip_other,trip_1,Cancel,
6429,individual,trip_1,trip_other,trip_other,trip_2,Cancel,
6430,individual,trip_1,trip_other,trip_other,trip_other,Cancel,
6431,individual,trip_2,Buy,ok,Buy,Cancel,
6432,individual,trip_2,Buy,ok,trip_1,Cancel,
6433,individual,trip_2,Buy,ok,trip_2,Cancel,
6434,individual,trip_2,Buy,ok,trip_other,Cancel,
6435,individual,trip_2,trip_1,Buy,ok,Cancel,
6436,individual,trip_2,trip_1,trip_1,Buy,Cancel,
6437,individual,trip_2,trip_1,trip_1,trip_1,Cancel,
6438,individual,trip_2,trip_1,trip_1,trip_2,Cancel,
6439,individual,trip_2,trip_1,trip_1,trip_other,Cancel,
6440,individual,trip_2,trip_1,trip_2,Buy,Cancel,
6441,individual,trip_2,trip_1,trip_2,trip_1,Cancel,
6442,individual,trip_2,trip_1,trip_2,trip_2,Cancel,
6443,individual,trip_2,trip_1,trip_2,trip_other,Cancel,
6444,individual,trip_2,trip_1,trip_other,Buy,Cancel,
6445,individual,trip_2,trip_1,trip_other,trip_1,Cancel,
6446,individual,trip_2,trip_1,trip_other,trip_2,Cancel,
6447,individual,trip_2,trip_1,trip_other,trip_other,Cancel,
6448,individual,trip_2,trip_2,Buy,ok,Cancel,
6449,individual,trip_2,trip_2,trip_1,Buy,Cancel,
6450,individual,trip_2,trip_2,trip_1,trip_1,Cancel,
6451,individual,trip_2,trip_2,trip_1,trip_2,Cancel,
6452,individual,trip_2,trip_2,trip_1,trip_other,Cancel,
6453,individual,trip_2,trip_2,trip_2,Buy,Cancel,
6454,individual,trip_2,trip_2,trip_2,trip_1,Cancel,
6455,individual,trip_2,trip_2,trip_2,trip_2,Cancel,
6456,individual,trip_2,trip_2,trip_2,trip_other,Cancel,
6457,individual,trip_2,trip_2,trip_other,Buy,Cancel,
6458,individual,trip_2,trip_2,trip_other,trip_1,Cancel,
6459,individual,trip_2,trip_2,trip_other,trip_2,Cancel,
6460,individual,trip_2,trip_2,trip_other,trip_other,Cancel,
6461,individual,trip_2,trip_other,Buy,ok,Cancel,
6462,individual,trip_2,trip_other,trip_1,Buy,Cancel,
6463,individual,trip_2,trip_other,trip_1,trip_1,Cancel,
6464,individual,trip_2,trip_other,trip_1,trip_2,Cancel,
6465,individual,trip_2,trip_other,trip_1,trip_other,Cancel,
6466,individual,trip_2,trip_other,trip_2,Buy,Cancel,
6467,individual,trip_2,trip_other,trip_2,trip_1,Cancel,
6468,individual,trip_2,trip_other,trip_2,trip_2,Cancel,
6469,individual,trip_2,trip_other,trip_2,trip_other,Cancel,
6470,individual,trip_2,trip_other,trip_other,Buy,Cancel,
6471,individual,trip_2,trip_other,trip_other,trip_1,Cancel,
6472,individual,trip_2,trip_other,trip_other,trip_2,Cancel,
6473,individual,trip_2,trip_other,trip_other,trip_other,Cancel,
6474,individual,trip_other,Buy,ok,Buy,Cancel,
6475,individual,trip_other,Buy,ok,trip_1,Cancel,
6476,individual,trip_other,Buy,ok,trip_2,Cancel,
6477,individual,trip_other,Buy,ok,trip_other,Cancel,
6478,individual,trip_other,trip_1,Buy,ok,Cancel,
6479,individual,trip_other,trip_1,trip_1,Buy,Cancel,
6480,individual,trip_other,trip_1,trip_1,trip_1,Cancel,
6481,individual,trip_other,trip_1,trip_1,trip_2,Cancel,
6482,individual,trip_other,trip_1,trip_1,trip_other,Cancel,
6483,individual,trip_other,trip_1,trip_2,Buy,Cancel,
6484,individual,trip_other,trip_1,trip_2,trip_1,Cancel,
6485,individual,trip_other,trip_1,trip_2,trip_2,Cancel,
6486,individual,trip_other,trip_1,trip_2,trip_other,Cancel,
6487,individual,trip_other,trip_1,trip_other,Buy,Cancel,
6488,individual,trip_other,trip_1,trip_other,trip_1,Cancel,
6489,individual,trip_other,trip_1,trip_other,trip_2,Cancel,
6490,individual,trip_other,trip_1,trip_other,trip_other,Cancel,
6491,individual,trip_other,trip_2,Buy,ok,Cancel,
6492,individual,trip_other,trip_2,trip_1,Buy,Cancel,
6493,individual,trip_other,trip_2,trip_1,trip_1,Cancel,
6494,individual,trip_other,trip_2,trip_1,trip_2,Cancel,
6495,individual,trip_other,trip_2,trip_1,trip_other,Cancel,
6496,individual,trip_other,trip_2,trip_2,Buy,Cancel,
6497,individual,trip_other,trip_2,trip_2,trip_1,Cancel,
6498,individual,trip_other,trip_2,trip_2,trip_2,Cancel,
6499,individual,trip_other,trip_2,trip_2,trip_other,Cancel,
6500,individual,trip_other,trip_2,trip_other,Buy,Cancel,
6501,individual,trip_other,trip_2,trip_other,trip_1,Cancel,
6502,individual,trip_other,trip_2,trip_other,trip_2,Cancel,
6503,individual,trip_other,trip_2,trip_other,trip_other,Cancel,
6504,individual,trip_other,trip_other,Buy,ok,Cancel,
6505,individual,trip_other,trip_other,trip_1,Buy,Cancel,
6506,individual,trip_other,trip_other,trip_1,trip_1,Cancel,
6507,individual,trip_other,trip_other,trip_1,trip_2,Cancel,
6508,individual,trip_other,trip_other,trip_1,trip_other,Cancel,
6509,individual,trip_other,trip_other,trip_2,Buy,Cancel,
6510,individual,trip_other,trip_other,trip_2,trip_1,Cancel,
6511,individual,trip_other,trip_other,trip_2,trip_2,Cancel,
6512,individual,trip_other,trip_other,trip_2,trip_other,Cancel,
6513,individual,trip_other,trip_other,trip_other,Buy,Cancel,
6514,individual,trip_other,trip_other,trip_other,trip_1,Cancel,
6515,individual,trip_other,trip_other,trip_other,trip_2,Cancel,
6516,individual,trip_other,trip_other,trip_other,trip_other,Cancel,
6517,ok,Buy,ok,Buy,ok,Cancel,
6518,ok,Buy,ok,trip_1,Buy,Cancel,
6519,ok,Buy,ok,trip_1,trip_1,Cancel,
6520,ok,Buy,ok,trip_1,trip_2,Cancel,
6521,ok,Buy,ok,trip_1,trip_other,Cancel,
6522,ok,Buy,ok,trip_2,Buy,Cancel,
6523,ok,Buy,ok,trip_2,trip_1,Cancel,
6524,ok,Buy,ok,trip_2,trip_2,Cancel,
6525,ok,Buy,ok,trip_2,trip_other,Cancel,
6526,ok,Buy,ok,trip_other,Buy,Cancel,
6527,ok,Buy,ok,trip_other,trip_1,Cancel,
6528,ok,Buy,ok,trip_other,trip_2,Cancel,
6529,ok,Buy,ok,trip_other,trip_other,Cancel,
6530,ok,trip_1,Buy,ok,Buy,Cancel,
6531,ok,trip_1,Buy,ok,trip_1,Cancel,
6532,ok,trip_1,Buy,ok,trip_2,Cancel,
6533,ok,trip_1,Buy,ok,trip_other,Cancel,
6534,ok,trip_1,trip_1,Buy,ok,Cancel,
6535,ok,trip_1,trip_1,trip_1,Buy,Cancel,
6536,ok,trip_1,trip_1,trip_1,trip_1,Cancel,
6537,ok,trip_1,trip_1,trip_1,trip_2,Cancel,
6538,ok,trip_1,trip_1,trip_1,trip_other,Cancel,
6539,ok,trip_1,trip_1,trip_2,Buy,Cancel,
6540,ok,trip_1,trip_1,trip_2,trip_1,Cancel,
6541,ok,trip_1,trip_1,trip_2,trip_2,Cancel,
6542,ok,trip_1,trip_1,trip_2,trip_other,Cancel,
6543,ok,trip_1,trip_1,trip_other,Buy,Cancel,
6544,ok,trip_1,trip_1,trip_other,trip_1,Cancel,
6545,ok,trip_1,trip_1,trip_other,trip_2,Cancel,
6546,ok,trip_1,trip_1,trip_other,trip_other,Cancel,
6547,ok,trip_1,trip_2,Buy,ok,Cancel,
6548,ok,trip_1,trip_2,trip_1,Buy,Cancel,
6549,ok,trip_1,trip_2,trip_1,trip_1,Cancel,
6550,ok,trip_1,trip_2,trip_1,trip_2,Cancel,
6551,ok,trip_1,trip_2,trip_1,trip_other,Cancel,
6552,ok,trip_1,trip_2,trip_2,Buy,Cancel,
6553,ok,trip_1,trip_2,trip_2,trip_1,Cancel,
6554,ok,trip_1,trip_2,trip_2,trip_2,Cancel,
6555,ok,trip_1,trip_2,trip_2,trip_other,Cancel,
6556,ok,trip_1,trip_2,trip_other,Buy,Cancel,
6557,ok,trip_1,trip_2,trip_other,trip_1,Cancel,
6558,ok,trip_1,trip_2,trip_other,trip_2,Cancel,
6559,ok,trip_1,trip_2,trip_other,trip_other,Cancel,
6560,ok,trip_1,trip_other,Buy,ok,Cancel,
6561,ok,trip_1,trip_other,trip_1,Buy,Cancel,
6562,ok,trip_1,trip_other,trip_1,trip_1,Cancel,
6563,ok,trip_1,trip_other,trip_1,trip_2,Cancel,
6564,ok,trip_1,trip_other,trip_1,trip_other,Cancel,
6565,ok,trip_1,trip_other,trip_2,Buy,Cancel,
6566,ok,trip_1,trip_other,trip_2,trip_1,Cancel,
6567,ok,trip_1,trip_other,trip_2,trip_2,Cancel,
6568,ok,trip_1,trip_other,trip_2,trip_other,Cancel,
6569,ok,trip_1,trip_other,trip_other,Buy,Cancel,
6570,ok,trip_1,trip_other,trip_other,trip_1,Cancel,
6571,ok,trip_1,trip_other,trip_other,trip_2,Cancel,
6572,ok,trip_1,trip_other,trip_other,trip_other,Cancel,
6573,ok,trip_2,Buy,ok,Buy,Cancel,
6574,ok,trip_2,Buy,ok,trip_1,Cancel,
6575,ok,trip_2,Buy,ok,trip_2,Cancel,
6576,ok,trip_2,Buy,ok,trip_other,Cancel,
6577,ok,trip_2,trip_1,Buy,ok,Cancel,
6578,ok,trip_2,trip_1,trip_1,Buy,Cancel,
6579,ok,trip_2,trip_1,trip_1,trip_1,Cancel,
6580,ok,trip_2,trip_1,trip_1,trip_2,Cancel,
6581,ok,trip_2,trip_1,trip_1,trip_other,Cancel,
6582,ok,trip_2,trip_1,trip_2,Buy,Cancel,
6583,ok,trip_2,trip_1,trip_2,trip_1,Cancel,
6584,ok,trip_2,trip_1,trip_2,trip_2,Cancel,
6585,ok,trip_2,trip_1,trip_2,trip_other,Cancel,
6586,ok,trip_2,trip_1,trip_other,Buy,Cancel,
6587,ok,trip_2,trip_1,trip_other,trip_1,Cancel,
6588,ok,trip_2,trip_1,trip_other,trip_2,Cancel,
6589,ok,trip_2,trip_1,trip_other,trip_other,Cancel,
6590,ok,trip_2,trip_2,Buy,ok,Cancel,
6591,ok,trip_2,trip_2,trip_1,Buy,Cancel,
6592,ok,trip_2,trip_2,trip_1,trip_1,Cancel,
6593,ok,trip_2,trip_2,trip_1,trip_2,Cancel,
6594,ok,trip_2,trip_2,trip_1,trip_other,Cancel,
6595,ok,trip_2,trip_2,trip_2,Buy,Cancel,
6596,ok,trip_2,trip_2,trip_2,trip_1,Cancel,
6597,ok,trip_2,trip_2,trip_2,trip_2,Cancel,
6598,ok,trip_2,trip_2,trip_2,trip_other,Cancel,
6599,ok,trip_2,trip_2,trip_other,Buy,Cancel,
6600,ok,trip_2,trip_2,trip_other,trip_1,Cancel,
6601,ok,trip_2,trip_2,trip_other,trip_2,Cancel,
6602,ok,trip_2,trip_2,trip_other,trip_other,Cancel,
6603,ok,trip_2,trip_other,Buy,ok,Cancel,
6604,ok,trip_2,trip_other,trip_1,Buy,Cancel,
6605,ok,trip_2,trip_other,trip_1,trip_1,Cancel,
6606,ok,trip_2,trip_other,trip_1,trip_2,Cancel,
6607,ok,trip_2,trip_other,trip_1,trip_other,Cancel,
6608,ok,trip_2,trip_other,trip_2,Buy,Cancel,
6609,ok,trip_2,trip_other,trip_2,trip_1,Cancel,
6610,ok,trip_2,trip_other,trip_2,trip_2,Cancel,
6611,ok,trip_2,trip_other,trip_2,trip_other,Cancel,
6612,ok,trip_2,trip_other,trip_other,Buy,Cancel,
6613,ok,trip_2,trip_other,trip_other,trip_1,Cancel,
6614,ok,trip_2,trip_other,trip_other,trip_2,Cancel,
6615,ok,trip_2,trip_other,trip_other,trip_other,Cancel,
6616,ok,trip_other,Buy,ok,Buy,Cancel,
6617,ok,trip_other,Buy,ok,trip_1,Cancel,
6618,ok,trip_other,Buy,ok,trip_2,Cancel,
6619,ok,trip_other,Buy,ok,trip_other,Cancel,
6620,ok,trip_other,trip_1,Buy,ok,Cancel,
6621,ok,trip_other,trip_1,trip_1,Buy,Cancel,
6622,ok,trip_other,trip_1,trip_1,trip_1,Cancel,
6623,ok,trip_other,trip_1,trip_1,trip_2,Cancel,
6624,ok,trip_other,trip_1,trip_1,trip_other,Cancel,
6625,ok,trip_other,trip_1,trip_2,Buy,Cancel,
6626,ok,trip_other,trip_1,trip_2,trip_1,Cancel,
6627,ok,trip_other,trip_1,trip_2,trip_2,Cancel,
6628,ok,trip_other,trip_1,trip_2,trip_other,Cancel,
6629,ok,trip_other,trip_1,trip_other,Buy,Cancel,
6630,ok,trip_other,trip_1,trip_other,trip_1,Cancel,
6631,ok,trip_other,trip_1,trip_other,trip_2,Cancel,
6632,ok,trip_other,trip_1,trip_other,trip_other,Cancel,
6633,ok,trip_other,trip_2,Buy,ok,Cancel,
6634,ok,trip_other,trip_2,trip_1,Buy,Cancel,
6635,ok,trip_other,trip_2,trip_1,trip_1,Cancel,
6636,ok,trip_other,trip_2,trip_1,trip_2,Cancel,
6637,ok,trip_other,trip_2,trip_1,trip_other,Cancel,
6638,ok,trip_other,trip_2,trip_2,Buy,Cancel,
6639,ok,trip_other,trip_2,trip_2,trip_1,Cancel,
6640,ok,trip_other,trip_2,trip_2,trip_2,Cancel,
6641,ok,trip_other,trip_2,trip_2,trip_other,Cancel,
6642,ok,trip_other,trip_2,trip_other,Buy,Cancel,
6643,ok,trip_other,trip_2,trip_other,trip_1,Cancel,
6644,ok,trip_other,trip_2,trip_other,trip_2,Cancel,
6645,ok,trip_other,trip_2,trip_other,trip_other,Cancel,
6646,ok,trip_other,trip_other,Buy,ok,Cancel,
6647,ok,trip_other,trip_other,trip_1,Buy,Cancel,
6648,ok,trip_other,trip_other,trip_1,trip_1,Cancel,
6649,ok,trip_other,trip_other,trip_1,trip_2,Cancel,
6650,ok,trip_other,trip_other,trip_1,trip_other,Cancel,
6651,ok,trip_other,trip_other,trip_2,Buy,Cancel,
6652,ok,trip_other,trip_other,trip_2,trip_1,Cancel,
6653,ok,trip_other,trip_other,trip_2,trip_2,Cancel,
6654,ok,trip_other,trip_other,trip_2,trip_other,Cancel,
6655,ok,trip_other,trip_other,trip_other,Buy,Cancel,
6656,ok,trip_other,trip_other,trip_other,trip_1,Cancel,
6657,ok,trip_other,trip_other,trip_other,trip_2,Cancel,
6658,ok,trip_other,trip_other,trip_other,trip_other,Cancel,
6659,Start,city_subway,concession,daily,Buy,Cancel,
6660,Start,city_subway,concession,individual,Buy,Cancel,
6661,Start,city_subway,concession,individual,trip_1,Cancel,
6662,Start,city_subway,concession,individual,trip_2,Cancel,
6663,Start,city_subway,concession,individual,trip_other,Cancel,
6664,Start,city_subway,full_fare,daily,Buy,Cancel,
6665,Start,city_subway,full_fare,individual,Buy,Cancel,
6666,Start,city_subway,full_fare,individual,trip_1,Cancel,
6667,Start,city_subway,full_fare,individual,trip_2,Cancel,
6668,Start,city_subway,full_fare,individual,trip_other,Cancel,
6669,Start,country_trains,concession,daily,Buy,Cancel,
6670,Start,country_trains,concession,individual,Buy,Cancel,
6671,Start,country_trains,concession,individual,trip_1,Cancel,
6672,Start,country_trains,concession,individual,trip_2,Cancel,
6673,Start,country_trains,concession,individual,trip_other,Cancel,
6674,Start,country_trains,full_fare,daily,Buy,Cancel,
6675,Start,country_trains,full_fare,individual,Buy,Cancel,
6676,Start,country_trains,full_fare,individual,trip_1,Cancel,
6677,Start,country_trains,full_fare,individual,trip_2,Cancel,
6678,Start,country_trains,full_fare,individual,trip_other,Cancel,
6679,trip_1,Buy,ok,Buy,ok,Cancel,
6680,trip_1,Buy,ok,trip_1,Buy,Cancel,
6681,trip_1,Buy,ok,trip_1,trip_1,Cancel,
6682,trip_1,Buy,ok,trip_1,trip_2,Cancel,
6683,trip_1,Buy,ok,trip_1,trip_other,Cancel,
6684,trip_1,Buy,ok,trip_2,Buy,Cancel,
6685,trip_1,Buy,ok,trip_2,trip_1,Cancel,
6686,trip_1,Buy,ok,trip_2,trip_2,Cancel,
6687,trip_1,Buy,ok,trip_2,trip_other,Cancel,
6688,trip_1,Buy,ok,trip_other,Buy,Cancel,
6689,trip_1,Buy,ok,trip_other,trip_1,Cancel,
6690,trip_1,Buy,ok,trip_other,trip_2,Cancel,
6691,trip_1,Buy,ok,trip_other,trip_other,Cancel,
6692,trip_1,trip_1,Buy,ok,Buy,Cancel,
6693,trip_1,trip_1,Buy,ok,trip_1,Cancel,
6694,trip_1,trip_1,Buy,ok,trip_2,Cancel,
6695,trip_1,trip_1,Buy,ok,trip_other,Cancel,
6696,trip_1,trip_1,trip_1,Buy,ok,Cancel,
6697,trip_1,trip_1,trip_1,trip_1,Buy,Cancel,
6698,trip_1,trip_1,trip_1,trip_1,trip_1,Cancel,
6699,trip_1,trip_1,trip_1,trip_1,trip_2,Cancel,
6700,trip_1,trip_1,trip_1,trip_1,trip_other,Cancel,
6701,trip_1,trip_1,trip_1,trip_2,Buy,Cancel,
